Species.Name,Order,Class,Length,Extinct
Strophalosiina chenxianensis,Productida,Strophomenata,14.4,1
Tethysiella urushtensis,Productida,Strophomenata,14.4,1
Lazarevonia arcuata,Productida,Strophomenata,14.5,1
Neorichthofenia mabutii,Productida,Strophomenata,14.5,1
Spinomarginifera ciliata,Productida,Strophomenata,14.5,1
Strophalosiina multicostata,Productida,Strophomenata,14.5,1
Chonetella nasuta,Productida,Strophomenata,14.7,1
Costatumulus dongpanensis,Productida,Strophomenata,14.8,1
Huatangia sulcatifera,Productida,Strophomenata,14.8,1
Retimarginifera xizangensis,Productida,Strophomenata,14.8,1
Costatumulus dongpanensis,Productida,Strophomenata,14.9,1
Spinomarginifera intercedens,Productida,Strophomenata,14.9,1
Echinalosia perforata,Productida,Strophomenata,15,1
Filiconcha auricula,Productida,Strophomenata,15,1
Filiconcha auricula,Productida,Strophomenata,15,1
Marginifera (Marginifera) ornata,Productida,Strophomenata,15,1
Tectarea robinsoni,Productida,Strophomenata,15,1
Costatumulus dongpanensis,Productida,Strophomenata,15.2,1
Chonetinella unisulcata,Productida,Strophomenata,15.3,1
Lazarevonia arcuata,Productida,Strophomenata,15.3,1
Echinalosia indica,Productida,Strophomenata,15.5,1
Lazarevonia arcuata,Productida,Strophomenata,15.5,1
Lazarevonia arcuata,Productida,Strophomenata,15.5,1
Lazarevonia arcuata,Productida,Strophomenata,15.5,1
Costatumulus dongpanensis,Productida,Strophomenata,15.8,1
Spinomarginifera helica,Productida,Strophomenata,15.8,1
Coolkilella khangsarensis,Productida,Strophomenata,16,1
Echinalosia perforata,Productida,Strophomenata,16,1
Filiconcha auricula,Productida,Strophomenata,16,1
Geyerella distorta,Orthotetida,Strophomenata,16,1
Lazarevonia arcuata,Productida,Strophomenata,16,1
Marginalosia kalikotei,Productida,Strophomenata,16,1
Tectarea robinsoni,Productida,Strophomenata,16,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,16.3,1
Echinalosia perforata,Productida,Strophomenata,16.5,1
Echinalosia perforata,Productida,Strophomenata,16.5,1
Lazarevonia arcuata,Productida,Strophomenata,16.5,1
Marginifera elongata,Productida,Strophomenata,16.6,1
Schuchertella fushuiensis,Orthotetida,Strophomenata,16.6,1
Spinomarginifera sichuanensis,Productida,Strophomenata,16.7,1
Strophalosiina chenxianensis,Productida,Strophomenata,16.7,1
Schuchertella fushuiensis,Orthotetida,Strophomenata,16.8,1
Tethysiella urushtensis,Productida,Strophomenata,16.8,1
Lazarevonia arcuata,Productida,Strophomenata,17,1
Anidanthus fusiformis,Productida,Strophomenata,17.4,1
Chenxianoproductus nitens,Productida,Strophomenata,17.5,1
Costatumulus dongpanensis,Productida,Strophomenata,17.5,1
Echinalosia perforata,Productida,Strophomenata,17.5,1
Filiconcha auricula,Productida,Strophomenata,17.5,1
Spinomarginifera helica,Productida,Strophomenata,17.5,1
Tectarea robinsoni,Productida,Strophomenata,17.5,1
Tectarea robinsoni,Productida,Strophomenata,17.5,1
Tschernyschewia sinensis,Productida,Strophomenata,17.5,1
Richthofenia caucasica,Productida,Strophomenata,17.6,1
Geyerella distorta,Orthotetida,Strophomenata,17.7,1
Spinomarginifera jiaozishanensis,Productida,Strophomenata,17.7,1
Tethysiella urushtensis,Productida,Strophomenata,17.9,1
Anidanthus fusiformis,Productida,Strophomenata,18,1
Arctitreta percostata,Orthotetida,Strophomenata,18,1
Compressoproductus mongolicus,Productida,Strophomenata,18,1
Echinauris opuntia,Productida,Strophomenata,18,1
Erismatina cooperi,Orthotetida,Strophomenata,18,1
Filiconcha auricula,Productida,Strophomenata,18,1
Kiangsiella distortus,Orthotetida,Strophomenata,18,1
Lazarevonia arcuata,Productida,Strophomenata,18,1
Lazarevonia arcuata,Productida,Strophomenata,18,1
Orthotetes bisulcatus,Orthotetida,Strophomenata,18,1
Orthothetina exquisita,Orthotetida,Strophomenata,18,1
Streptorhynchus ovata,Orthotetida,Strophomenata,18.1,1
Platycancrinella grandauris,Productida,Strophomenata,18.5,1
Anidanthus sinosus,Productida,Strophomenata,18.8,1
Derbyia sulcata,Orthotetida,Strophomenata,18.8,1
Nambdoania papilionata,Productida,Strophomenata,19,1
Streptorhynchus plata,Orthotetida,Strophomenata,19,1
Huatangia sulcatifera,Productida,Strophomenata,19.2,1
Spinomarginifera helica,Productida,Strophomenata,19.2,1
Haydenella kiangsiensis,Productida,Strophomenata,19.4,1
Echinalosia perforata,Productida,Strophomenata,19.5,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,19.5,1
Marginalosia kalikotei,Productida,Strophomenata,20,1
Streptorhynchus plata,Orthotetida,Strophomenata,20,1
Stepanoviella paracurvata,Productida,Strophomenata,20.1,1
Costatumulus dongpanensis,Productida,Strophomenata,20.4,1
Haydenella paradoxica,Productida,Strophomenata,20.5,1
Marginalosia kalikotei,Productida,Strophomenata,20.5,1
Scacchinella yakowlewi,Productida,Strophomenata,20.5,1
Schuchertella fushuiensis,Orthotetida,Strophomenata,20.5,1
Stepanoviella paracurvata,Productida,Strophomenata,20.6,1
Schuchertella fushuiensis,Orthotetida,Strophomenata,20.7,1
Arctitreta percostata,Orthotetida,Strophomenata,21,1
Derbyia regularis,Orthotetida,Strophomenata,21,1
Echinalosia perforata,Productida,Strophomenata,21,1
Marginalosia kalikotei,Productida,Strophomenata,21.5,1
Derbyia nigpi,Orthotetida,Strophomenata,21.6,1
Schuchertella fushuiensis,Orthotetida,Strophomenata,21.7,1
Tropidelasma zhongliangshanensis,Orthotetida,Strophomenata,21.7,1
Derbyia guidingensis,Orthotetida,Strophomenata,21.9,1
Leptodus deminutus,Productida,Strophomenata,21.9,1
Leptodus deminutus,Productida,Strophomenata,21.9,1
Compressoproductus planus,Productida,Strophomenata,22,1
Erismatina cooperi,Orthotetida,Strophomenata,22,1
Marginalosia kalikotei,Productida,Strophomenata,22,1
Nisalaria inflata,Productida,Strophomenata,22,1
Richthofenia tilita,Productida,Strophomenata,22,1
Schuchertella fushuiensis,Orthotetida,Strophomenata,22,1
Tropidelasma zhongliangshanensis,Orthotetida,Strophomenata,22.2,1
Costatumulus dongpanensis,Productida,Strophomenata,22.3,1
Retimarginifera xizangensis,Productida,Strophomenata,22.3,1
Derbyia guidingensis,Orthotetida,Strophomenata,22.4,1
Marginalosia kalikotei,Productida,Strophomenata,22.5,1
Marginalosia kalikotei,Productida,Strophomenata,22.5,1
Marginalosia kalikotei,Productida,Strophomenata,22.5,1
Platycancrinella grandauris,Productida,Strophomenata,22.5,1
Orthothetina ladina,Orthotetida,Strophomenata,22.7,1
Derbyia regularis,Orthotetida,Strophomenata,22.9,1
Anidanthus fusiformis,Productida,Strophomenata,23,1
Marginalosia kalikotei,Productida,Strophomenata,23,1
Marginalosia kalikotei,Productida,Strophomenata,23,1
Meekella dongluoensis,Orthotetida,Strophomenata,23.2,1
Costatumulus dongpanensis,Productida,Strophomenata,23.4,1
Compressoproductus planus,Productida,Strophomenata,23.5,1
Coolkilella polliciformis,Productida,Strophomenata,23.5,1
Marginalosia kalikotei,Productida,Strophomenata,23.5,1
Schuchertella fushuiensis,Orthotetida,Strophomenata,23.7,1
Tropidelasma elongata,Orthotetida,Strophomenata,23.7,1
Derbyia nigpi,Orthotetida,Strophomenata,23.9,1
Erismatina cooperi,Orthotetida,Strophomenata,24,1
Erismatina cooperi,Orthotetida,Strophomenata,24,1
Haydenella paradoxica,Productida,Strophomenata,24,1
Marginalosia kalikotei,Productida,Strophomenata,24,1
Marginalosia kalikotei,Productida,Strophomenata,24,1
Marginalosia kalikotei,Productida,Strophomenata,24,1
Marginalosia kalikotei,Productida,Strophomenata,24,1
Nisalaria inflata,Productida,Strophomenata,24,1
Orthothetina ruber,Orthotetida,Strophomenata,24,1
Marginalosia kalikotei,Productida,Strophomenata,24.5,1
Marginalosia kalikotei,Productida,Strophomenata,24.5,1
Schuchertella fushuiensis,Orthotetida,Strophomenata,24.6,1
Schuchertella fushuiensis,Orthotetida,Strophomenata,24.7,1
Tschernyschewia sinensis,Productida,Strophomenata,24.7,1
Compressoproductus pentagonalis,Productida,Strophomenata,25,1
Marginalosia kalikotei,Productida,Strophomenata,25,1
Marginalosia kalikotei,Productida,Strophomenata,25,1
Marginalosia kalikotei,Productida,Strophomenata,25,1
Marginalosia kalikotei,Productida,Strophomenata,25,1
Meekella dongluoensis,Orthotetida,Strophomenata,25,1
Marginalosia kalikotei,Productida,Strophomenata,25.5,1
Spinomarginifera ciliata,Productida,Strophomenata,25.5,1
Tropidelasma elongata,Orthotetida,Strophomenata,25.7,1
Meekella dongluoensis,Orthotetida,Strophomenata,25.8,1
Derbyia nigpi,Orthotetida,Strophomenata,25.9,1
Stepanoviella paracurvata,Productida,Strophomenata,25.9,1
Streptorhynchus ovata,Orthotetida,Strophomenata,25.9,1
Haydenella paradoxica,Productida,Strophomenata,26,1
Marginalosia kalikotei,Productida,Strophomenata,26,1
Marginalosia kalikotei,Productida,Strophomenata,26,1
Meekella dongluoensis,Orthotetida,Strophomenata,26,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,26,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,26,1
Streptorhynchus ovata,Orthotetida,Strophomenata,26.1,1
Derbyia nigpi,Orthotetida,Strophomenata,26.4,1
Compressoproductus planus,Productida,Strophomenata,26.5,1
Coolkilella polliciformis,Productida,Strophomenata,26.5,1
Lialosia(?) ovata,Productida,Strophomenata,26.5,1
Marginalosia kalikotei,Productida,Strophomenata,26.5,1
Marginalosia kalikotei,Productida,Strophomenata,26.5,1
Marginalosia kalikotei,Productida,Strophomenata,26.5,1
Marginalosia kalikotei,Productida,Strophomenata,26.5,1
Orthothetina glausi,Orthotetida,Strophomenata,26.5,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,26.6,1
Richthofenia guangdeensis,Productida,Strophomenata,26.8,1
Lialosia(?) ovata,Productida,Strophomenata,27,1
Marginalosia kalikotei,Productida,Strophomenata,27,1
Marginalosia kalikotei,Productida,Strophomenata,27,1
Marginalosia kalikotei,Productida,Strophomenata,27,1
Marginalosia kalikotei,Productida,Strophomenata,27,1
Nisalaria inflata,Productida,Strophomenata,27,1
Meekella dongluoensis,Orthotetida,Strophomenata,27.4,1
Marginalosia kalikotei,Productida,Strophomenata,27.5,1
Marginalosia kalikotei,Productida,Strophomenata,27.5,1
Wyndhamia gijigensis,Productida,Strophomenata,27.5,1
Orthothetina glausi,Orthotetida,Strophomenata,27.6,1
Schuchertella semiplana,Orthotetida,Strophomenata,27.7,1
Megasteges dalhousi,Productida,Strophomenata,27.8,1
Coolkilella khangsarensis,Productida,Strophomenata,28,1
Marginalosia kalikotei,Productida,Strophomenata,28,1
Marginalosia kalikotei,Productida,Strophomenata,28,1
Marginalosia kalikotei,Productida,Strophomenata,28,1
Marginalosia kalikotei,Productida,Strophomenata,28.5,1
Perigeyerella costellata,Orthotetida,Strophomenata,28.8,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,28.9,1
Arctitreta percostata,Orthotetida,Strophomenata,29,1
Coolkilella khangsarensis,Productida,Strophomenata,29,1
Derbyia nigpi,Orthotetida,Strophomenata,29,1
Marginalosia kalikotei,Productida,Strophomenata,29,1
Marginalosia kalikotei,Productida,Strophomenata,29,1
Nambdoania papilionata,Productida,Strophomenata,29,1
Nambdoania papilionata,Productida,Strophomenata,29,1
Platycancrinella grandauris,Productida,Strophomenata,29,1
Streptorhynchus plata,Orthotetida,Strophomenata,29,1
Streptorhynchus ovata,Orthotetida,Strophomenata,29.3,1
Marginalosia kalikotei,Productida,Strophomenata,29.5,1
Marginalosia kalikotei,Productida,Strophomenata,29.5,1
Orthothetina rara,Orthotetida,Strophomenata,29.5,1
Stepanoviella paracurvata,Productida,Strophomenata,29.7,1
Linoproductus tingriensis,Productida,Strophomenata,30,1
Marginalosia kalikotei,Productida,Strophomenata,30,1
Marginalosia kalikotei,Productida,Strophomenata,30,1
Marginalosia kalikotei,Productida,Strophomenata,30,1
Meekella dongluoensis,Orthotetida,Strophomenata,30,1
Megasteges nepalensis,Productida,Strophomenata,30,1
Platycancrinella grandauris,Productida,Strophomenata,30,1
Sarytchevinella tenuissima,Productida,Strophomenata,30,1
Marginalosia kalikotei,Productida,Strophomenata,30.5,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,30.5,1
Costiferina indica,Productida,Strophomenata,30.7,1
Megasteges dalhousi,Productida,Strophomenata,30.8,1
Chenxianoproductus intercedens,Productida,Strophomenata,31,1
Marginalosia kalikotei,Productida,Strophomenata,31,1
Marginalosia kalikotei,Productida,Strophomenata,31,1
Marginalosia kalikotei,Productida,Strophomenata,31,1
Marginalosia kalikotei,Productida,Strophomenata,31,1
Marginalosia kalikotei,Productida,Strophomenata,31,1
Nambdoania papilionata,Productida,Strophomenata,31,1
Nambdoania papilionata,Productida,Strophomenata,31,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,31,1
Scacchinella yakowlewi,Productida,Strophomenata,31,1
Streptorhynchus plata,Orthotetida,Strophomenata,31,1
Streptorhynchus plata,Orthotetida,Strophomenata,31,1
Linoproductus tingriensis,Productida,Strophomenata,31.2,1
Perigeyerella fastigiata,Orthotetida,Strophomenata,31.2,1
Leptodus cancriniformis,Productida,Strophomenata,31.3,1
Wyndhamia gijigensis,Productida,Strophomenata,31.3,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,31.4,1
Coolkilella khangsarensis,Productida,Strophomenata,31.5,1
Marginalosia kalikotei,Productida,Strophomenata,31.5,1
Derbyia nigpi,Orthotetida,Strophomenata,31.8,1
Tyloplecta yangtzeensis,Productida,Strophomenata,31.8,1
Biplatyconcha grandis,Productida,Strophomenata,32,1
Marginalosia kalikotei,Productida,Strophomenata,32,1
Nambdoania papilionata,Productida,Strophomenata,32,1
Nambdoania papilionata,Productida,Strophomenata,32,1
Streptorhynchus ovata,Orthotetida,Strophomenata,32,1
Marginalosia kalikotei,Productida,Strophomenata,32.5,1
Marginalosia kalikotei,Productida,Strophomenata,33,1
Marginalosia kalikotei,Productida,Strophomenata,33,1
Marginalosia kalikotei,Productida,Strophomenata,33,1
Nambdoania papilionata,Productida,Strophomenata,33,1
Platycancrinella grandauris,Productida,Strophomenata,33,1
Tyloplecta persica,Productida,Strophomenata,33,1
Wyndhamia gijigensis,Productida,Strophomenata,33.2,1
Marginalosia kalikotei,Productida,Strophomenata,33.5,1
Megasteges dalhousi,Productida,Strophomenata,33.7,1
Tropidelasma elongata,Orthotetida,Strophomenata,33.7,1
Tropidelasma elongata,Orthotetida,Strophomenata,33.7,1
Marginalosia kalikotei,Productida,Strophomenata,34,1
Meekella deltoides,Orthotetida,Strophomenata,34,1
Wyndhamia gijigensis,Productida,Strophomenata,34.2,1
Orthothetina ellipsoides,Orthotetida,Strophomenata,34.4,1
Nambdoania papilionata,Productida,Strophomenata,34.5,1
Scacchinella licharewi,Productida,Strophomenata,34.5,1
Biplatyconcha grandis,Productida,Strophomenata,35,1
Marginalosia kalikotei,Productida,Strophomenata,35,1
Licharewiconcha subsinuatus,Productida,Strophomenata,35.3,1
Marginalosia kalikotei,Productida,Strophomenata,35.5,1
Erismatina cooperi,Orthotetida,Strophomenata,36,1
Tyloplecta persica,Productida,Strophomenata,36.3,1
Labaella bajarunassi,Productida,Strophomenata,36.5,1
Marginalosia kalikotei,Productida,Strophomenata,36.5,1
Compressoproductus mongolicus,Productida,Strophomenata,36.55,1
Marginalosia kalikotei,Productida,Strophomenata,37,1
Marginalosia kalikotei,Productida,Strophomenata,37,1
Derbyia pannuciella,Orthotetida,Strophomenata,37.4,1
Licharewiconcha subsinuatus,Productida,Strophomenata,37.7,1
Arctitreta percostata,Orthotetida,Strophomenata,38,1
Meekella kueichowensis,Orthotetida,Strophomenata,38,1
Licharewiconcha subsinuatus,Productida,Strophomenata,38.2,1
Wyndhamia gijigensis,Productida,Strophomenata,38.2,1
Lialosia(?) ovata,Productida,Strophomenata,38.5,1
Perigeyerella altilosina,Orthotetida,Strophomenata,38.8,1
Arctitreta percostata,Orthotetida,Strophomenata,39,1
Arctitreta percostata,Orthotetida,Strophomenata,39,1
Arctitreta percostata,Orthotetida,Strophomenata,39,1
Megasteges nepalensis,Productida,Strophomenata,39,1
Biplatyconcha grandis,Productida,Strophomenata,39.5,1
Tropidelasma elongata,Orthotetida,Strophomenata,39.9,1
Arctitreta percostata,Orthotetida,Strophomenata,40,1
Costiferina indica,Productida,Strophomenata,40,1
Erismatina cooperi,Orthotetida,Strophomenata,40,1
Marginalosia kalikotei,Productida,Strophomenata,40,1
Ombonia capilla,Orthotetida,Strophomenata,40,1
Marginalosia kalikotei,Productida,Strophomenata,40.5,1
Perigeyerella guangxiensis,Orthotetida,Strophomenata,40.7,1
Biplatyconcha grandis,Productida,Strophomenata,41,1
Tyloplecta yangtzeensis,Productida,Strophomenata,41,1
Costiferina indica,Productida,Strophomenata,41.5,1
Ombonia capilla,Orthotetida,Strophomenata,41.6,1
Linoproductus crassicostina,Productida,Strophomenata,42,1
Megasteges nepalensis,Productida,Strophomenata,42,1
Tyloplecta persica,Productida,Strophomenata,42,1
Costiferina aratus,Productida,Strophomenata,42.2,1
Megasteges nepalensis,Productida,Strophomenata,43,1
Megasteges nepalensis,Productida,Strophomenata,43,1
Meekella dongluoensis,Orthotetida,Strophomenata,43.2,1
Tyloplecta yangtzeensis,Productida,Strophomenata,44.3,1
Biplatyconcha grandis,Productida,Strophomenata,45,1
Labaella bajarunassi,Productida,Strophomenata,45.5,1
Biplatyconcha grandis,Productida,Strophomenata,46,1
Leptodus huangi,Productida,Strophomenata,46,1
Megasteges nepalensis,Productida,Strophomenata,46,1
Megasteges nepalensis,Productida,Strophomenata,46,1
Costiferina indica,Productida,Strophomenata,46.4,1
Costiferina subcostata,Productida,Strophomenata,47,1
Megasteges nepalensis,Productida,Strophomenata,48,1
Oldhamina squamosa,Productida,Strophomenata,48.2,1
Biplatyconcha grandis,Productida,Strophomenata,48.4,1
Megasteges nepalensis,Productida,Strophomenata,49,1
Megasteges nepalensis,Productida,Strophomenata,49,1
Tropidelasma elongata,Orthotetida,Strophomenata,49,1
Tyloplecta yangtzeensis,Productida,Strophomenata,49,1
Costiferina indica,Productida,Strophomenata,50,1
Derbyia regularis minor,Orthotetida,Strophomenata,50,1
Leptodus nobilis,Productida,Strophomenata,51.4,1
Costiferina alatus,Productida,Strophomenata,52,1
Meekella sichuanensis,Orthotetida,Strophomenata,52.1,1
Biplatyconcha grandis,Productida,Strophomenata,53,1
Linoproductus crassicostina,Productida,Strophomenata,53,1
Linoproductus crassicostina,Productida,Strophomenata,53,1
Megasteges nepalensis,Productida,Strophomenata,53,1
Megasteges nepalensis,Productida,Strophomenata,54,1
Megasteges nepalensis,Productida,Strophomenata,54,1
Meekella perigeyerelloides,Orthotetida,Strophomenata,54.3,1
Arctitreta percostata,Orthotetida,Strophomenata,55,1
Biplatyconcha grandis,Productida,Strophomenata,55,1
Biplatyconcha grandis,Productida,Strophomenata,55,1
Megasteges nepalensis,Productida,Strophomenata,55,1
Biplatyconcha grandis,Productida,Strophomenata,55.5,1
Biplatyconcha grandis,Productida,Strophomenata,57,1
Derbyia regularis minor,Orthotetida,Strophomenata,57,1
Meekella langdaiensis,Orthotetida,Strophomenata,57.2,1
Arctitreta percostata,Orthotetida,Strophomenata,58,1
Megasteges nepalensis,Productida,Strophomenata,58,1
Megasteges nepalensis,Productida,Strophomenata,58,1
Saeptathaerus latus,Productida,Strophomenata,58,1
Waagenoconcha wardlawi,Productida,Strophomenata,58,1
Biplatyconcha grandis,Productida,Strophomenata,59,1
Linoproductus crassicostina,Productida,Strophomenata,59,1
Biplatyconcha grandis,Productida,Strophomenata,59.2,1
Biplatyconcha grandis,Productida,Strophomenata,60,1
Biplatyconcha grandis,Productida,Strophomenata,60,1
Biplatyconcha grandis,Productida,Strophomenata,60,1
Biplatyconcha grandis,Productida,Strophomenata,60,1
Megasteges nepalensis,Productida,Strophomenata,60,1
Megasteges nepalensis,Productida,Strophomenata,60,1
Biplatyconcha grandis,Productida,Strophomenata,61,1
Megasteges nepalensis,Productida,Strophomenata,61,1
Streptorhynchus tibetanus,Orthotetida,Strophomenata,61,1
Megasteges nepalensis,Productida,Strophomenata,62,1
Megasteges nepalensis,Productida,Strophomenata,63,1
Megasteges nepalensis,Productida,Strophomenata,64,1
Taeniothaerus qubuensis,Productida,Strophomenata,64,1
Megasteges nepalensis,Productida,Strophomenata,66,1
Oldhamina squamosa,Productida,Strophomenata,67,1
Costiferina indica,Productida,Strophomenata,67.3,1
Megasteges nepalensis,Productida,Strophomenata,69,1
Waagenoconcha wardlawi,Productida,Strophomenata,70,1
Oldhamina squamosa,Productida,Strophomenata,72,1
Biplatyconcha grandis,Productida,Strophomenata,75,1
Saeptathaerus latus,Productida,Strophomenata,78,1
Oldhamina squamosa,Productida,Strophomenata,87,1
Fostericoncha gigantea,Productida,Strophomenata,93,1
Leptodus nobilis,Productida,Strophomenata,99.5,1
